,SMILES,EState_VSA6,PEOE_VSA5,fr_sulfonamd,NumAromaticHeterocycles,Chi3v,MolLogP,MinAbsEStateIndex,PEOE_VSA7,PEOE_VSA4
592,COC(=O)CNC(=O)[C@@]1(C)C=CCN1C(=O)c1ccccc1,43.341245687204825,0.0,0,0,3.637630076191713,0.7465000000000002,0.2300289745527839,19.056471336613843,0.0
593,COC(=O)Cc1c(C)nc2nc(-c3ccccc3)[nH]n2c1=O,6.923737199690624,0.0,0,2,3.391209128173616,1.1085199999999995,0.1142887062232298,6.923737199690624,9.499376414562832
594,COC(=O)[C@@]1(C)C=C[C@@H](Cc2ccccc2)N1C(C)=O,17.899667037374982,0.0,0,0,3.7005686135915656,1.9477,0.1259259259259262,24.98403042114751,0.0
595,COC(=O)c1cc(=O)n2c(-c3ccccc3)csc2n1,0.0,11.336785877934735,0,2,3.694710363736004,2.2096,0.026816368522718,5.563451491696996,0.0
596,COC(=O)c1ccc(N/C(C)=C/C(=O)c2ccc(C)o2)cc1,50.24567681015091,0.0,0,1,2.978316362585121,3.573220000000002,0.2043695223727688,50.24567681015091,0.0
597,COC(=O)c1cccc(NS(=O)(=O)c2cccs2)c1C,36.56926824400298,11.336785877934735,1,1,5.506328500530629,2.6439200000000005,0.2225658488704125,36.06635266723836,0.0
598,COC(=O)c1ccccc1NC(=O)NC[C@H]1CCCO1,24.26546827384644,0.0,0,0,3.094854346620797,1.7736999999999998,0.0801859725371627,24.97437738277524,0.0
599,COCCCN(C(C)=O)c1nc(-c2ccccc2)cs1,18.933444471818635,11.336785877934735,0,1,3.76641570963001,3.1995000000000022,0.0093192029898381,6.4208216229260096,0.0
600,COCCCn1c([S-])nnc1-c1ccccc1Cl,7.109797541277533,5.098681808301038,0,1,3.1934078965242247,2.540800000000001,0.4731692491811539,18.55355575984923,5.098681808301038
601,COCCNC(=O)CSCc1c(F)cccc1Cl,19.242531678200752,11.761884949391115,0,0,3.4828214480097643,2.4749000000000008,0.0930446900982611,12.13273413692322,0.0
602,COCCn1nnnc1SCC(=O)c1ccccc1,23.924334613345938,5.098681808301038,0,1,3.39150652372307,1.2945,0.0619365971697325,10.426770191309735,0.0
603,COc1cc(NC(=O)N2CCOCC2)cc(OC)c1,37.318606018790376,0.0,0,0,2.901011863605523,1.5678999999999998,0.140179516250944,0.0,0.0
604,COc1cc(OC)c(C(=O)NC2CCCCCC2)cc1OC,33.46212676075582,0.0,0,0,4.140685665125599,3.165000000000002,0.1206453136810279,12.84164324585202,0.0
605,COc1cc2c(c(OC)c1)[C@@H](c1ccncc1)CC(=O)N2,26.61328222578122,0.0,0,1,3.6917371246405577,2.5729,0.0142422524565377,17.696185628620217,0.0
606,COc1ccc(-c2nc(N)ncc2-c2csc(C)n2)c(O)c1,25.43937524981383,11.336785877934735,0,2,3.935886502400816,2.8719200000000003,0.0607884542705974,19.056471336613846,0.0
607,COc1ccc(/C(C[C@@]2(O)C(=O)Nc3ccccc32)=N\O)cc1,55.64073408897041,0.0,0,0,3.9637010249043776,2.1035,0.1402029006046865,35.89528683400505,0.0
608,COc1ccc(C(=O)CSc2nccc(=O)[nH]2)cc1,31.37526581512397,0.0,0,1,3.2872428748922164,1.7534999999999998,0.0285600907029475,24.26546827384644,0.0
609,COc1ccc(C(=O)N2CCSC2=S)cc1OC,37.318606018790376,0.0,0,0,4.064436073996401,2.1777,0.0917101284958423,18.19910120538483,0.0
610,COc1ccc(C(C)(C)C)cc1NC(=O)c1c(C)noc1C,20.95727194065878,0.0,0,1,3.574135625150373,3.849840000000003,0.0190692712270097,36.95865049739824,0.0
611,COc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1OC,20.28596215101668,0.0,0,1,3.594519196654537,2.5311000000000003,0.1743875264879952,23.762552697081823,5.098681808301038
612,COc1ccc(Cl)cc1S(=O)(=O)NCc1cccs1,6.06636706846161,11.336785877934735,1,1,4.965636682295409,2.888600000000001,0.0407927059712778,29.64553104431236,0.0
613,COc1ccc(NC(=O)Cc2nc3ccccc3[nH]2)cc1,31.37526581512397,0.0,0,1,3.1401971408776195,2.7527,0.1118305933484502,36.39820241076966,0.0
614,COc1ccc(OC)c(NC(=O)[C@@H]2CCCC[C@@H]2C(=O)[O-])c1,18.19910120538483,0.0,0,0,4.069992295921461,1.1985999999999997,0.3190249433106573,24.97437738277524,0.0
615,COc1ccc(OC)c(S(=O)(=O)N2CCCCCC2)c1,16.437950128219455,0.0,1,0,5.4734815225079805,2.2685000000000004,0.181712962962963,24.97437738277524,4.305215991296234
616,COc1ccc(S(=O)(=O)N2CCCCC2)cc1C(C)C,29.614114737958595,0.0,1,0,5.670618843125537,2.9932000000000016,0.2235702212983956,42.52210198909524,4.305215991296234
617,COc1ccc(S(=O)(=O)NC2CCCCC2)cc1C,25.30889874666236,0.0,1,0,5.121772564439791,2.6146200000000004,0.0844053655412777,43.52793314262448,0.0
618,COc1ccc(S(=O)(=O)[N-]c2cc(C)on2)cc1OC,6.923737199690624,0.0,1,1,3.759170295222074,2.3943200000000004,0.002513988620139,30.940701182910484,0.0
619,COc1ccc2sc(NC(=O)c3ccco3)nc2c1,19.242531678200752,0.0,0,2,3.5119980121252627,3.1502000000000008,0.2609598870412366,24.26546827384644,0.0
620,COc1cccc(-c2nn3c(C)cc(C)nc3c2C(=O)[O-])c1,31.37526581512397,0.0,0,2,3.442450131810613,1.3852399999999998,0.0138397581254721,32.04657560476608,5.098681808301038
621,COc1cccc(/C=C2\N=C(SC)SC2=O)c1OC,20.295615189388947,11.761884949391115,0,0,4.3520960772463,3.037100000000001,0.0470157785336353,30.16004130819801,0.0
622,COc1cccc(NC(=O)CNC(=O)c2ccccc2)c1,55.64073408897041,0.0,0,0,2.7989754976867,2.0637,0.0923240268329554,24.26546827384644,0.0
