,NumAromaticRings,FractionCSP3,NumAromaticHeterocycles,fr_Ar_N,SPS,SlogP_VSA8,NumSaturatedRings,NumAliphaticRings,BCUT2D_CHGHI,SlogP_VSA6
943,3,0.21428571428571427,2,4,10.695652173913043,10.571075188549761,0,0,2.109090103031648,28.605123954519986
944,4,0.16666666666666666,2,4,16.28,16.348728912468957,0,1,2.2651698517223813,48.53093654769288
945,3,0.3333333333333333,2,4,14.653846153846153,11.58465191687437,1,1,2.2206452181313208,46.88172041628462
946,3,0.3157894736842105,2,2,17.64,11.58465191687437,1,1,2.2902464347003475,51.404815353257966
947,4,0.16666666666666666,3,3,11.291666666666666,26.120627542854287,0,0,2.1945859974855972,47.65053617275749
948,2,0.4444444444444444,1,2,13.956521739130435,5.687386274683562,0,1,2.2828606894400996,18.19910120538483
949,3,0.2,1,2,11.772727272727273,11.033401435232523,0,0,2.255447903194465,41.293685886287435
950,2,0.3333333333333333,0,0,17.814814814814813,0.0,1,2,2.5452943649942537,48.53093654769288
951,3,0.42105263157894735,2,5,14.62962962962963,11.16387793838399,1,1,2.187820487960953,35.3873255326828
952,1,0.5,0,0,23.791666666666668,0.0,1,2,2.3614055051495493,36.417508487514205
953,2,0.35,1,1,13.538461538461538,0.0,0,1,2.2477061132490177,30.462311845459517
954,2,0.5294117647058824,1,3,15.583333333333334,0.0,1,1,2.1478421635759397,29.421904755667146
955,2,0.2,0,0,11.956521739130435,0.0,0,0,2.2057673855245055,53.42642002321065
956,3,0.07142857142857142,1,1,11.666666666666666,10.216620634085363,0,0,2.1398969950171183,47.360052954749044
957,3,0.25,1,1,14.958333333333334,22.02982791547505,1,1,2.213321551366663,53.3254737317647
958,3,0.3125,2,3,14.478260869565217,10.969244356107037,1,1,2.294411785964775,38.633592876792314
959,1,0.5294117647058824,0,0,20.130434782608695,0.0,1,2,2.256731297623667,18.19910120538483
960,2,0.35,0,0,24.6,0.0,1,2,2.452133492069297,42.46456947923127
961,2,0.3888888888888889,1,0,26.043478260869566,0.0,1,2,2.4586064346571033,39.41850172237126
962,3,0.15789473684210525,1,1,12.875,10.902924932081056,0,1,2.1693172432494348,48.53093654769288
963,2,0.35714285714285715,1,1,21.227272727272727,10.902924932081056,1,1,2.3164591938924173,35.227318817825825
964,3,0.2857142857142857,1,2,16.40740740740741,22.842031403419828,1,1,2.2026150923236347,53.054031484666226
965,2,0.3157894736842105,0,0,14.52,0.0,1,1,2.2918339309461984,59.49278709167226
966,2,0.35,0,0,14.461538461538462,0.0,1,1,2.3020923071345347,53.42642002321065
967,2,0.3,1,1,13.038461538461538,0.0,0,1,2.3380135534731217,42.46456947923127
968,3,0.29411764705882354,2,1,15.434782608695652,21.11954556616642,1,1,2.2395662087213744,24.26546827384644
969,2,0.1875,0,0,11.08695652173913,0.0,0,0,2.2164064904679526,48.53093654769288
970,3,0.05263157894736842,1,0,10.208333333333334,0.0,0,0,2.1545896474823873,71.34398461730851
